"Combined_Key","County","Province_State","Country_Region","Month","Deaths_Count"
"US",NA,NA,"US",2020-01-01,1
"US",NA,NA,"US",2020-02-01,1
"US",NA,NA,"US",2020-03-01,5344
"US",NA,NA,"US",2020-04-01,61184
"US",NA,NA,"US",2020-05-01,41175
"US",NA,NA,"US",2020-06-01,19558
"US",NA,NA,"US",2020-07-01,26469
"US",NA,NA,"US",2020-08-01,28599
"US",NA,NA,"US",2020-09-01,22891
"US",NA,NA,"US",2020-10-01,24371
"US",NA,NA,"US",2020-11-01,39730
"US",NA,NA,"US",2020-12-01,79629
"US",NA,NA,"US",2021-01-01,95663
"US",NA,NA,"US",2021-02-01,65015
"US",NA,NA,"US",2021-03-01,36436
"US",NA,NA,"US",2021-04-01,23612
"US",NA,NA,"US",2021-05-01,17907
"US",NA,NA,"US",2021-06-01,10380
"US",NA,NA,"US",2021-07-01,8750
"US",NA,NA,"US",2021-08-01,27966
"US",NA,NA,"US",2021-09-01,58786
"US",NA,NA,"US",2021-10-01,47860
"US",NA,NA,"US",2021-11-01,34474
"US",NA,NA,"US",2021-12-01,45987
"US",NA,NA,"US",2022-01-01,62845
"US",NA,NA,"US",2022-02-01,61115
"US",NA,NA,"US",2022-03-01,32728
"US",NA,NA,"US",2022-04-01,12875
"US",NA,NA,"US",2022-05-01,10819
"US",NA,NA,"US",2022-06-01,10209
"US",NA,NA,"US",2022-07-01,12368
"US",NA,NA,"US",2022-08-01,15934
"US",NA,NA,"US",2022-09-01,13073
"US",NA,NA,"US",2022-10-01,10758
"US",NA,NA,"US",2022-11-01,9975
"US",NA,NA,"US",2022-12-01,12120
"US",NA,NA,"US",2023-01-01,15765
"US",NA,NA,"US",2023-02-01,11121
"US",NA,NA,"US",2023-03-01,3892
"Alabama, US",NA,"Alabama","US",2020-01-01,0
"Alabama, US",NA,"Alabama","US",2020-02-01,0
"Alabama, US",NA,"Alabama","US",2020-03-01,23
"Alabama, US",NA,"Alabama","US",2020-04-01,249
"Alabama, US",NA,"Alabama","US",2020-05-01,358
"Alabama, US",NA,"Alabama","US",2020-06-01,320
"Alabama, US",NA,"Alabama","US",2020-07-01,630
"Alabama, US",NA,"Alabama","US",2020-08-01,602
"Alabama, US",NA,"Alabama","US",2020-09-01,358
"Alabama, US",NA,"Alabama","US",2020-10-01,427
"Alabama, US",NA,"Alabama","US",2020-11-01,611
"Alabama, US",NA,"Alabama","US",2020-12-01,1249
"Alabama, US",NA,"Alabama","US",2021-01-01,2861
"Alabama, US",NA,"Alabama","US",2021-02-01,2242
"Alabama, US",NA,"Alabama","US",2021-03-01,624
"Alabama, US",NA,"Alabama","US",2021-04-01,342
"Alabama, US",NA,"Alabama","US",2021-05-01,250
"Alabama, US",NA,"Alabama","US",2021-06-01,206
"Alabama, US",NA,"Alabama","US",2021-07-01,184
"Alabama, US",NA,"Alabama","US",2021-08-01,747
"Alabama, US",NA,"Alabama","US",2021-09-01,2016
"Alabama, US",NA,"Alabama","US",2021-10-01,1274
"Alabama, US",NA,"Alabama","US",2021-11-01,546
"Alabama, US",NA,"Alabama","US",2021-12-01,336
"Alabama, US",NA,"Alabama","US",2022-01-01,631
"Alabama, US",NA,"Alabama","US",2022-02-01,1139
"Alabama, US",NA,"Alabama","US",2022-03-01,1065
"Alabama, US",NA,"Alabama","US",2022-04-01,277
"Alabama, US",NA,"Alabama","US",2022-05-01,97
"Alabama, US",NA,"Alabama","US",2022-06-01,91
"Alabama, US",NA,"Alabama","US",2022-07-01,136
"Alabama, US",NA,"Alabama","US",2022-08-01,157
"Alabama, US",NA,"Alabama","US",2022-09-01,374
"Alabama, US",NA,"Alabama","US",2022-10-01,136
"Alabama, US",NA,"Alabama","US",2022-11-01,94
"Alabama, US",NA,"Alabama","US",2022-12-01,85
"Alabama, US",NA,"Alabama","US",2023-01-01,133
"Alabama, US",NA,"Alabama","US",2023-02-01,62
"Alabama, US",NA,"Alabama","US",2023-03-01,100
"Alaska, US",NA,"Alaska","US",2020-01-01,0
"Alaska, US",NA,"Alaska","US",2020-02-01,0
"Alaska, US",NA,"Alaska","US",2020-03-01,3
"Alaska, US",NA,"Alaska","US",2020-04-01,6
"Alaska, US",NA,"Alaska","US",2020-05-01,1
"Alaska, US",NA,"Alaska","US",2020-06-01,4
"Alaska, US",NA,"Alaska","US",2020-07-01,9
"Alaska, US",NA,"Alaska","US",2020-08-01,14
"Alaska, US",NA,"Alaska","US",2020-09-01,19
"Alaska, US",NA,"Alaska","US",2020-10-01,26
"Alaska, US",NA,"Alaska","US",2020-11-01,40
"Alaska, US",NA,"Alaska","US",2020-12-01,84
"Alaska, US",NA,"Alaska","US",2021-01-01,56
"Alaska, US",NA,"Alaska","US",2021-02-01,28
"Alaska, US",NA,"Alaska","US",2021-03-01,23
"Alaska, US",NA,"Alaska","US",2021-04-01,34
"Alaska, US",NA,"Alaska","US",2021-05-01,22
"Alaska, US",NA,"Alaska","US",2021-06-01,8
"Alaska, US",NA,"Alaska","US",2021-07-01,12
"Alaska, US",NA,"Alaska","US",2021-08-01,55
"Alaska, US",NA,"Alaska","US",2021-09-01,133
"Alaska, US",NA,"Alaska","US",2021-10-01,148
"Alaska, US",NA,"Alaska","US",2021-11-01,155
"Alaska, US",NA,"Alaska","US",2021-12-01,98
"Alaska, US",NA,"Alaska","US",2022-01-01,107
"Alaska, US",NA,"Alaska","US",2022-02-01,78
"Alaska, US",NA,"Alaska","US",2022-03-01,65
"Alaska, US",NA,"Alaska","US",2022-04-01,24
"Alaska, US",NA,"Alaska","US",2022-05-01,33
"Alaska, US",NA,"Alaska","US",2022-06-01,0
"Alaska, US",NA,"Alaska","US",2022-07-01,24
"Alaska, US",NA,"Alaska","US",2022-08-01,29
"Alaska, US",NA,"Alaska","US",2022-09-01,26
"Alaska, US",NA,"Alaska","US",2022-10-01,49
"Alaska, US",NA,"Alaska","US",2022-11-01,23
"Alaska, US",NA,"Alaska","US",2022-12-01,19
"Alaska, US",NA,"Alaska","US",2023-01-01,18
"Alaska, US",NA,"Alaska","US",2023-02-01,13
"Alaska, US",NA,"Alaska","US",2023-03-01,0
"American Samoa, US",NA,"American Samoa","US",2020-01-01,0
"American Samoa, US",NA,"American Samoa","US",2020-02-01,0
"American Samoa, US",NA,"American Samoa","US",2020-03-01,0
"American Samoa, US",NA,"American Samoa","US",2020-04-01,0
"American Samoa, US",NA,"American Samoa","US",2020-05-01,0
"American Samoa, US",NA,"American Samoa","US",2020-06-01,0
"American Samoa, US",NA,"American Samoa","US",2020-07-01,0
"American Samoa, US",NA,"American Samoa","US",2020-08-01,0
"American Samoa, US",NA,"American Samoa","US",2020-09-01,0
"American Samoa, US",NA,"American Samoa","US",2020-10-01,0
"American Samoa, US",NA,"American Samoa","US",2020-11-01,0
"American Samoa, US",NA,"American Samoa","US",2020-12-01,0
"American Samoa, US",NA,"American Samoa","US",2021-01-01,0
"American Samoa, US",NA,"American Samoa","US",2021-02-01,0
"American Samoa, US",NA,"American Samoa","US",2021-03-01,0
"American Samoa, US",NA,"American Samoa","US",2021-04-01,0
"American Samoa, US",NA,"American Samoa","US",2021-05-01,0
"American Samoa, US",NA,"American Samoa","US",2021-06-01,0
"American Samoa, US",NA,"American Samoa","US",2021-07-01,0
"American Samoa, US",NA,"American Samoa","US",2021-08-01,0
"American Samoa, US",NA,"American Samoa","US",2021-09-01,0
"American Samoa, US",NA,"American Samoa","US",2021-10-01,0
"American Samoa, US",NA,"American Samoa","US",2021-11-01,0
"American Samoa, US",NA,"American Samoa","US",2021-12-01,0
"American Samoa, US",NA,"American Samoa","US",2022-01-01,0
"American Samoa, US",NA,"American Samoa","US",2022-02-01,0
"American Samoa, US",NA,"American Samoa","US",2022-03-01,3
"American Samoa, US",NA,"American Samoa","US",2022-04-01,23
"American Samoa, US",NA,"American Samoa","US",2022-05-01,5
"American Samoa, US",NA,"American Samoa","US",2022-06-01,0
"American Samoa, US",NA,"American Samoa","US",2022-07-01,2
"American Samoa, US",NA,"American Samoa","US",2022-08-01,1
"American Samoa, US",NA,"American Samoa","US",2022-09-01,0
"American Samoa, US",NA,"American Samoa","US",2022-10-01,0
"American Samoa, US",NA,"American Samoa","US",2022-11-01,0
"American Samoa, US",NA,"American Samoa","US",2022-12-01,0
"American Samoa, US",NA,"American Samoa","US",2023-01-01,0
"American Samoa, US",NA,"American Samoa","US",2023-02-01,0
"American Samoa, US",NA,"American Samoa","US",2023-03-01,0
"Arizona, US",NA,"Arizona","US",2020-01-01,0
"Arizona, US",NA,"Arizona","US",2020-02-01,0
"Arizona, US",NA,"Arizona","US",2020-03-01,25
"Arizona, US",NA,"Arizona","US",2020-04-01,295
"Arizona, US",NA,"Arizona","US",2020-05-01,587
"Arizona, US",NA,"Arizona","US",2020-06-01,738
"Arizona, US",NA,"Arizona","US",2020-07-01,2049
"Arizona, US",NA,"Arizona","US",2020-08-01,1336
"Arizona, US",NA,"Arizona","US",2020-09-01,620
"Arizona, US",NA,"Arizona","US",2020-10-01,329
"Arizona, US",NA,"Arizona","US",2020-11-01,660
"Arizona, US",NA,"Arizona","US",2020-12-01,2225
"Arizona, US",NA,"Arizona","US",2021-01-01,4256
"Arizona, US",NA,"Arizona","US",2021-02-01,2860
"Arizona, US",NA,"Arizona","US",2021-03-01,987
"Arizona, US",NA,"Arizona","US",2021-04-01,357
"Arizona, US",NA,"Arizona","US",2021-05-01,304
"Arizona, US",NA,"Arizona","US",2021-06-01,308
"Arizona, US",NA,"Arizona","US",2021-07-01,310
"Arizona, US",NA,"Arizona","US",2021-08-01,541
"Arizona, US",NA,"Arizona","US",2021-09-01,1197
"Arizona, US",NA,"Arizona","US",2021-10-01,1170
"Arizona, US",NA,"Arizona","US",2021-11-01,1153
"Arizona, US",NA,"Arizona","US",2021-12-01,1922
"Arizona, US",NA,"Arizona","US",2022-01-01,1977
"Arizona, US",NA,"Arizona","US",2022-02-01,1624
"Arizona, US",NA,"Arizona","US",2022-03-01,1438
"Arizona, US",NA,"Arizona","US",2022-04-01,683
"Arizona, US",NA,"Arizona","US",2022-05-01,348
"Arizona, US",NA,"Arizona","US",2022-06-01,216
"Arizona, US",NA,"Arizona","US",2022-07-01,253
"Arizona, US",NA,"Arizona","US",2022-08-01,346
"Arizona, US",NA,"Arizona","US",2022-09-01,256
"Arizona, US",NA,"Arizona","US",2022-10-01,178
"Arizona, US",NA,"Arizona","US",2022-11-01,203
"Arizona, US",NA,"Arizona","US",2022-12-01,431
"Arizona, US",NA,"Arizona","US",2023-01-01,593
"Arizona, US",NA,"Arizona","US",2023-02-01,267
"Arizona, US",NA,"Arizona","US",2023-03-01,60
"Arkansas, US",NA,"Arkansas","US",2020-01-01,0
"Arkansas, US",NA,"Arkansas","US",2020-02-01,0
"Arkansas, US",NA,"Arkansas","US",2020-03-01,8
"Arkansas, US",NA,"Arkansas","US",2020-04-01,53
"Arkansas, US",NA,"Arkansas","US",2020-05-01,72
"Arkansas, US",NA,"Arkansas","US",2020-06-01,137
"Arkansas, US",NA,"Arkansas","US",2020-07-01,183
"Arkansas, US",NA,"Arkansas","US",2020-08-01,344
"Arkansas, US",NA,"Arkansas","US",2020-09-01,572
"Arkansas, US",NA,"Arkansas","US",2020-10-01,556
"Arkansas, US",NA,"Arkansas","US",2020-11-01,577
"Arkansas, US",NA,"Arkansas","US",2020-12-01,1174
"Arkansas, US",NA,"Arkansas","US",2021-01-01,1192
"Arkansas, US",NA,"Arkansas","US",2021-02-01,460
"Arkansas, US",NA,"Arkansas","US",2021-03-01,298
"Arkansas, US",NA,"Arkansas","US",2021-04-01,113
"Arkansas, US",NA,"Arkansas","US",2021-05-01,94
"Arkansas, US",NA,"Arkansas","US",2021-06-01,76
"Arkansas, US",NA,"Arkansas","US",2021-07-01,232
"Arkansas, US",NA,"Arkansas","US",2021-08-01,793
"Arkansas, US",NA,"Arkansas","US",2021-09-01,757
"Arkansas, US",NA,"Arkansas","US",2021-10-01,685
"Arkansas, US",NA,"Arkansas","US",2021-11-01,291
"Arkansas, US",NA,"Arkansas","US",2021-12-01,481
"Arkansas, US",NA,"Arkansas","US",2022-01-01,480
"Arkansas, US",NA,"Arkansas","US",2022-02-01,896
"Arkansas, US",NA,"Arkansas","US",2022-03-01,706
"Arkansas, US",NA,"Arkansas","US",2022-04-01,159
"Arkansas, US",NA,"Arkansas","US",2022-05-01,97
"Arkansas, US",NA,"Arkansas","US",2022-06-01,95
"Arkansas, US",NA,"Arkansas","US",2022-07-01,138
"Arkansas, US",NA,"Arkansas","US",2022-08-01,199
"Arkansas, US",NA,"Arkansas","US",2022-09-01,247
"Arkansas, US",NA,"Arkansas","US",2022-10-01,324
"Arkansas, US",NA,"Arkansas","US",2022-11-01,75
"Arkansas, US",NA,"Arkansas","US",2022-12-01,131
"Arkansas, US",NA,"Arkansas","US",2023-01-01,157
"Arkansas, US",NA,"Arkansas","US",2023-02-01,128
"Arkansas, US",NA,"Arkansas","US",2023-03-01,40
"California, US",NA,"California","US",2020-01-01,0
"California, US",NA,"California","US",2020-02-01,0
"California, US",NA,"California","US",2020-03-01,170
"California, US",NA,"California","US",2020-04-01,1831
"California, US",NA,"California","US",2020-05-01,2112
"California, US",NA,"California","US",2020-06-01,1877
"California, US",NA,"California","US",2020-07-01,3134
"California, US",NA,"California","US",2020-08-01,3737
"California, US",NA,"California","US",2020-09-01,2923
"California, US",NA,"California","US",2020-10-01,1852
"California, US",NA,"California","US",2020-11-01,1616
"California, US",NA,"California","US",2020-12-01,6632
"California, US",NA,"California","US",2021-01-01,14535
"California, US",NA,"California","US",2021-02-01,11760
"California, US",NA,"California","US",2021-03-01,6198
"California, US",NA,"California","US",2021-04-01,2498
"California, US",NA,"California","US",2021-05-01,1260
"California, US",NA,"California","US",2021-06-01,1003
"California, US",NA,"California","US",2021-07-01,845
"California, US",NA,"California","US",2021-08-01,1534
"California, US",NA,"California","US",2021-09-01,3446
"California, US",NA,"California","US",2021-10-01,2950
"California, US",NA,"California","US",2021-11-01,2500
"California, US",NA,"California","US",2021-12-01,2027
"California, US",NA,"California","US",2022-01-01,3546
"California, US",NA,"California","US",2022-02-01,5411
"California, US",NA,"California","US",2022-03-01,3396
"California, US",NA,"California","US",2022-04-01,1354
"California, US",NA,"California","US",2022-05-01,1147
"California, US",NA,"California","US",2022-06-01,869
"California, US",NA,"California","US",2022-07-01,1246
"California, US",NA,"California","US",2022-08-01,1385
"California, US",NA,"California","US",2022-09-01,1084
"California, US",NA,"California","US",2022-10-01,916
"California, US",NA,"California","US",2022-11-01,641
"California, US",NA,"California","US",2022-12-01,1109
"California, US",NA,"California","US",2023-01-01,1444
"California, US",NA,"California","US",2023-02-01,738
"California, US",NA,"California","US",2023-03-01,433
"Colorado, US",NA,"Colorado","US",2020-01-01,0
"Colorado, US",NA,"Colorado","US",2020-02-01,0
"Colorado, US",NA,"Colorado","US",2020-03-01,69
"Colorado, US",NA,"Colorado","US",2020-04-01,1182
"Colorado, US",NA,"Colorado","US",2020-05-01,361
"Colorado, US",NA,"Colorado","US",2020-06-01,112
"Colorado, US",NA,"Colorado","US",2020-07-01,143
"Colorado, US",NA,"Colorado","US",2020-08-01,98
"Colorado, US",NA,"Colorado","US",2020-09-01,130
"Colorado, US",NA,"Colorado","US",2020-10-01,511
"Colorado, US",NA,"Colorado","US",2020-11-01,1652
"Colorado, US",NA,"Colorado","US",2020-12-01,1162
"Colorado, US",NA,"Colorado","US",2021-01-01,475
"Colorado, US",NA,"Colorado","US",2021-02-01,179
"Colorado, US",NA,"Colorado","US",2021-03-01,137
"Colorado, US",NA,"Colorado","US",2021-04-01,271
"Colorado, US",NA,"Colorado","US",2021-05-01,245
"Colorado, US",NA,"Colorado","US",2021-06-01,160
"Colorado, US",NA,"Colorado","US",2021-07-01,172
"Colorado, US",NA,"Colorado","US",2021-08-01,362
"Colorado, US",NA,"Colorado","US",2021-09-01,559
"Colorado, US",NA,"Colorado","US",2021-10-01,898
"Colorado, US",NA,"Colorado","US",2021-11-01,1113
"Colorado, US",NA,"Colorado","US",2021-12-01,815
"Colorado, US",NA,"Colorado","US",2022-01-01,1246
"Colorado, US",NA,"Colorado","US",2022-02-01,329
"Colorado, US",NA,"Colorado","US",2022-03-01,91
"Colorado, US",NA,"Colorado","US",2022-04-01,60
"Colorado, US",NA,"Colorado","US",2022-05-01,157
"Colorado, US",NA,"Colorado","US",2022-06-01,229
"Colorado, US",NA,"Colorado","US",2022-07-01,160
"Colorado, US",NA,"Colorado","US",2022-08-01,88
"Colorado, US",NA,"Colorado","US",2022-09-01,150
"Colorado, US",NA,"Colorado","US",2022-10-01,105
"Colorado, US",NA,"Colorado","US",2022-11-01,188
"Colorado, US",NA,"Colorado","US",2022-12-01,273
"Colorado, US",NA,"Colorado","US",2023-01-01,152
"Colorado, US",NA,"Colorado","US",2023-02-01,72
"Colorado, US",NA,"Colorado","US",2023-03-01,75
"Connecticut, US",NA,"Connecticut","US",2020-01-01,0
"Connecticut, US",NA,"Connecticut","US",2020-02-01,0
"Connecticut, US",NA,"Connecticut","US",2020-03-01,69
"Connecticut, US",NA,"Connecticut","US",2020-04-01,2188
"Connecticut, US",NA,"Connecticut","US",2020-05-01,1687
"Connecticut, US",NA,"Connecticut","US",2020-06-01,378
"Connecticut, US",NA,"Connecticut","US",2020-07-01,110
"Connecticut, US",NA,"Connecticut","US",2020-08-01,33
"Connecticut, US",NA,"Connecticut","US",2020-09-01,43
"Connecticut, US",NA,"Connecticut","US",2020-10-01,108
"Connecticut, US",NA,"Connecticut","US",2020-11-01,404
"Connecticut, US",NA,"Connecticut","US",2020-12-01,975
"Connecticut, US",NA,"Connecticut","US",2021-01-01,1051
"Connecticut, US",NA,"Connecticut","US",2021-02-01,576
"Connecticut, US",NA,"Connecticut","US",2021-03-01,267
"Connecticut, US",NA,"Connecticut","US",2021-04-01,208
"Connecticut, US",NA,"Connecticut","US",2021-05-01,141
"Connecticut, US",NA,"Connecticut","US",2021-06-01,40
"Connecticut, US",NA,"Connecticut","US",2021-07-01,15
"Connecticut, US",NA,"Connecticut","US",2021-08-01,65
"Connecticut, US",NA,"Connecticut","US",2021-09-01,271
"Connecticut, US",NA,"Connecticut","US",2021-10-01,135
"Connecticut, US",NA,"Connecticut","US",2021-11-01,141
"Connecticut, US",NA,"Connecticut","US",2021-12-01,255
"Connecticut, US",NA,"Connecticut","US",2022-01-01,850
"Connecticut, US",NA,"Connecticut","US",2022-02-01,460
"Connecticut, US",NA,"Connecticut","US",2022-03-01,309
"Connecticut, US",NA,"Connecticut","US",2022-04-01,71
"Connecticut, US",NA,"Connecticut","US",2022-05-01,91
"Connecticut, US",NA,"Connecticut","US",2022-06-01,104
"Connecticut, US",NA,"Connecticut","US",2022-07-01,57
"Connecticut, US",NA,"Connecticut","US",2022-08-01,167
"Connecticut, US",NA,"Connecticut","US",2022-09-01,96
"Connecticut, US",NA,"Connecticut","US",2022-10-01,98
"Connecticut, US",NA,"Connecticut","US",2022-11-01,124
"Connecticut, US",NA,"Connecticut","US",2022-12-01,194
"Connecticut, US",NA,"Connecticut","US",2023-01-01,183
"Connecticut, US",NA,"Connecticut","US",2023-02-01,181
"Connecticut, US",NA,"Connecticut","US",2023-03-01,75
"Delaware, US",NA,"Delaware","US",2020-01-01,0
"Delaware, US",NA,"Delaware","US",2020-02-01,0
"Delaware, US",NA,"Delaware","US",2020-03-01,3
"Delaware, US",NA,"Delaware","US",2020-04-01,209
"Delaware, US",NA,"Delaware","US",2020-05-01,285
"Delaware, US",NA,"Delaware","US",2020-06-01,69
"Delaware, US",NA,"Delaware","US",2020-07-01,32
"Delaware, US",NA,"Delaware","US",2020-08-01,19
"Delaware, US",NA,"Delaware","US",2020-09-01,35
"Delaware, US",NA,"Delaware","US",2020-10-01,83
"Delaware, US",NA,"Delaware","US",2020-11-01,85
"Delaware, US",NA,"Delaware","US",2020-12-01,241
"Delaware, US",NA,"Delaware","US",2021-01-01,244
"Delaware, US",NA,"Delaware","US",2021-02-01,117
"Delaware, US",NA,"Delaware","US",2021-03-01,137
"Delaware, US",NA,"Delaware","US",2021-04-01,66
"Delaware, US",NA,"Delaware","US",2021-05-01,36
"Delaware, US",NA,"Delaware","US",2021-06-01,33
"Delaware, US",NA,"Delaware","US",2021-07-01,139
"Delaware, US",NA,"Delaware","US",2021-08-01,47
"Delaware, US",NA,"Delaware","US",2021-09-01,74
"Delaware, US",NA,"Delaware","US",2021-10-01,137
"Delaware, US",NA,"Delaware","US",2021-11-01,87
"Delaware, US",NA,"Delaware","US",2021-12-01,108
"Delaware, US",NA,"Delaware","US",2022-01-01,245
"Delaware, US",NA,"Delaware","US",2022-02-01,178
"Delaware, US",NA,"Delaware","US",2022-03-01,137
"Delaware, US",NA,"Delaware","US",2022-04-01,61
"Delaware, US",NA,"Delaware","US",2022-05-01,49
"Delaware, US",NA,"Delaware","US",2022-06-01,28
"Delaware, US",NA,"Delaware","US",2022-07-01,40
"Delaware, US",NA,"Delaware","US",2022-08-01,18
"Delaware, US",NA,"Delaware","US",2022-09-01,69
"Delaware, US",NA,"Delaware","US",2022-10-01,36
"Delaware, US",NA,"Delaware","US",2022-11-01,25
"Delaware, US",NA,"Delaware","US",2022-12-01,34
"Delaware, US",NA,"Delaware","US",2023-01-01,48
"Delaware, US",NA,"Delaware","US",2023-02-01,55
"Delaware, US",NA,"Delaware","US",2023-03-01,15
"District of Columbia, US",NA,"District of Columbia","US",2020-01-01,0
"District of Columbia, US",NA,"District of Columbia","US",2020-02-01,0
"District of Columbia, US",NA,"District of Columbia","US",2020-03-01,9
"District of Columbia, US",NA,"District of Columbia","US",2020-04-01,215
"District of Columbia, US",NA,"District of Columbia","US",2020-05-01,242
"District of Columbia, US",NA,"District of Columbia","US",2020-06-01,85
"District of Columbia, US",NA,"District of Columbia","US",2020-07-01,34
"District of Columbia, US",NA,"District of Columbia","US",2020-08-01,22
"District of Columbia, US",NA,"District of Columbia","US",2020-09-01,20
"District of Columbia, US",NA,"District of Columbia","US",2020-10-01,19
"District of Columbia, US",NA,"District of Columbia","US",2020-11-01,34
"District of Columbia, US",NA,"District of Columbia","US",2020-12-01,106
"District of Columbia, US",NA,"District of Columbia","US",2021-01-01,127
"District of Columbia, US",NA,"District of Columbia","US",2021-02-01,104
"District of Columbia, US",NA,"District of Columbia","US",2021-03-01,47
"District of Columbia, US",NA,"District of Columbia","US",2021-04-01,41
"District of Columbia, US",NA,"District of Columbia","US",2021-05-01,27
"District of Columbia, US",NA,"District of Columbia","US",2021-06-01,9
"District of Columbia, US",NA,"District of Columbia","US",2021-07-01,8
"District of Columbia, US",NA,"District of Columbia","US",2021-08-01,11
"District of Columbia, US",NA,"District of Columbia","US",2021-09-01,14
"District of Columbia, US",NA,"District of Columbia","US",2021-10-01,16
"District of Columbia, US",NA,"District of Columbia","US",2021-11-01,6
"District of Columbia, US",NA,"District of Columbia","US",2021-12-01,15
"District of Columbia, US",NA,"District of Columbia","US",2022-01-01,73
"District of Columbia, US",NA,"District of Columbia","US",2022-02-01,34
"District of Columbia, US",NA,"District of Columbia","US",2022-03-01,15
"District of Columbia, US",NA,"District of Columbia","US",2022-04-01,7
"District of Columbia, US",NA,"District of Columbia","US",2022-05-01,2
"District of Columbia, US",NA,"District of Columbia","US",2022-06-01,7
"District of Columbia, US",NA,"District of Columbia","US",2022-07-01,15
"District of Columbia, US",NA,"District of Columbia","US",2022-08-01,17
"District of Columbia, US",NA,"District of Columbia","US",2022-09-01,11
"District of Columbia, US",NA,"District of Columbia","US",2022-10-01,5
"District of Columbia, US",NA,"District of Columbia","US",2022-11-01,6
"District of Columbia, US",NA,"District of Columbia","US",2022-12-01,8
"District of Columbia, US",NA,"District of Columbia","US",2023-01-01,11
"District of Columbia, US",NA,"District of Columbia","US",2023-02-01,5
"District of Columbia, US",NA,"District of Columbia","US",2023-03-01,5
"Florida, US",NA,"Florida","US",2020-01-01,0
"Florida, US",NA,"Florida","US",2020-02-01,0
"Florida, US",NA,"Florida","US",2020-03-01,85
"Florida, US",NA,"Florida","US",2020-04-01,1183
"Florida, US",NA,"Florida","US",2020-05-01,1183
"Florida, US",NA,"Florida","US",2020-06-01,1054
"Florida, US",NA,"Florida","US",2020-07-01,3338
"Florida, US",NA,"Florida","US",2020-08-01,4344
"Florida, US",NA,"Florida","US",2020-09-01,3130
"Florida, US",NA,"Florida","US",2020-10-01,2444
"Florida, US",NA,"Florida","US",2020-11-01,1836
"Florida, US",NA,"Florida","US",2020-12-01,3076
"Florida, US",NA,"Florida","US",2021-01-01,4806
"Florida, US",NA,"Florida","US",2021-02-01,4373
"Florida, US",NA,"Florida","US",2021-03-01,2573
"Florida, US",NA,"Florida","US",2021-04-01,1736
"Florida, US",NA,"Florida","US",2021-05-01,1613
"Florida, US",NA,"Florida","US",2021-06-01,998
"Florida, US",NA,"Florida","US",2021-07-01,1307
"Florida, US",NA,"Florida","US",2021-08-01,5482
"Florida, US",NA,"Florida","US",2021-09-01,10448
"Florida, US",NA,"Florida","US",2021-10-01,4661
"Florida, US",NA,"Florida","US",2021-11-01,1878
"Florida, US",NA,"Florida","US",2021-12-01,956
"Florida, US",NA,"Florida","US",2022-01-01,2761
"Florida, US",NA,"Florida","US",2022-02-01,4819
"Florida, US",NA,"Florida","US",2022-03-01,3054
"Florida, US",NA,"Florida","US",2022-04-01,810
"Florida, US",NA,"Florida","US",2022-05-01,602
"Florida, US",NA,"Florida","US",2022-06-01,1250
"Florida, US",NA,"Florida","US",2022-07-01,1765
"Florida, US",NA,"Florida","US",2022-08-01,2288
"Florida, US",NA,"Florida","US",2022-09-01,1563
"Florida, US",NA,"Florida","US",2022-10-01,760
"Florida, US",NA,"Florida","US",2022-11-01,699
"Florida, US",NA,"Florida","US",2022-12-01,1031
"Florida, US",NA,"Florida","US",2023-01-01,1021
"Florida, US",NA,"Florida","US",2023-02-01,1367
"Florida, US",NA,"Florida","US",2023-03-01,556
"Georgia, US",NA,"Georgia","US",2020-01-01,0
"Georgia, US",NA,"Georgia","US",2020-02-01,0
"Georgia, US",NA,"Georgia","US",2020-03-01,111
"Georgia, US",NA,"Georgia","US",2020-04-01,1021
"Georgia, US",NA,"Georgia","US",2020-05-01,921
"Georgia, US",NA,"Georgia","US",2020-06-01,752
"Georgia, US",NA,"Georgia","US",2020-07-01,947
"Georgia, US",NA,"Georgia","US",2020-08-01,1881
"Georgia, US",NA,"Georgia","US",2020-09-01,1388
"Georgia, US",NA,"Georgia","US",2020-10-01,958
"Georgia, US",NA,"Georgia","US",2020-11-01,1473
"Georgia, US",NA,"Georgia","US",2020-12-01,1482
"Georgia, US",NA,"Georgia","US",2021-01-01,3264
"Georgia, US",NA,"Georgia","US",2021-02-01,3097
"Georgia, US",NA,"Georgia","US",2021-03-01,1760
"Georgia, US",NA,"Georgia","US",2021-04-01,1135
"Georgia, US",NA,"Georgia","US",2021-05-01,647
"Georgia, US",NA,"Georgia","US",2021-06-01,586
"Georgia, US",NA,"Georgia","US",2021-07-01,253
"Georgia, US",NA,"Georgia","US",2021-08-01,1064
"Georgia, US",NA,"Georgia","US",2021-09-01,3344
"Georgia, US",NA,"Georgia","US",2021-10-01,2981
"Georgia, US",NA,"Georgia","US",2021-11-01,1445
"Georgia, US",NA,"Georgia","US",2021-12-01,933
"Georgia, US",NA,"Georgia","US",2022-01-01,1533
"Georgia, US",NA,"Georgia","US",2022-02-01,2439
"Georgia, US",NA,"Georgia","US",2022-03-01,1572
"Georgia, US",NA,"Georgia","US",2022-04-01,819
"Georgia, US",NA,"Georgia","US",2022-05-01,392
"Georgia, US",NA,"Georgia","US",2022-06-01,381
"Georgia, US",NA,"Georgia","US",2022-07-01,471
"Georgia, US",NA,"Georgia","US",2022-08-01,722
